Protein,MW,Length
PN96_RS22730,27.14459454,244
PN96_RS22735,31.745194340000022,280
PN96_RS22740,47.96200283999996,429
PN96_RS22745,36.07899243999998,328
PN96_RS22750,23.097502040000016,212
PN96_RS22755,8.935062440000001,82
PN96_RS22760,43.41637363999994,399
PN96_RS22765,8.190905340000002,71
PN96_RS22770,11.184714440000004,102
PN96_RS22775,12.813271640000005,114
PN96_RS22780,63.2427498399999,589
PN96_RS22785,12.96883214000001,112
PN96_RS22790,30.422458739999996,264
PN96_RS22795,74.30442473999999,657
PN96_RS22800,22.071737539999994,204
PN96_RS22805,33.46997754,292
PN96_RS22810,32.395347440000016,296
PN96_RS22815,34.13735233999998,314
PN96_RS22820,23.249387540000008,216
PN96_RS22825,40.16202203999999,382
PN96_RS22830,39.674463639999935,358
PN96_RS22835,23.634143940000012,207
PN96_RS22840,18.150476640000008,158
PN96_RS22845,72.49840953999997,666
PN96_RS22850,45.88400883999996,402
PN96_RS22855,26.353056940000005,237
PN96_RS22860,45.688819239999944,411
PN96_RS22865,45.083658139999905,409
PN96_RS22870,28.521739439999998,248
PN96_RS22875,8.962455240000002,80
PN96_RS22880,7.548470239999999,69
PN96_RS22885,20.755470340000013,181
PN96_RS22890,20.52426613999999,180
PN96_RS22895,13.870119340000004,119
PN96_RS22900,22.38808244000001,207
PN96_RS22905,23.232262640000005,210
PN96_RS22910,17.30995904000003,157
PN96_RS22915,33.37810664,302
PN96_RS22920,37.72068804,339
PN96_RS22925,19.948330740000017,178
PN96_RS22930,28.83140994,255
PN96_RS22935,9.024878340000003,78
PN96_RS22940,33.07660794000001,294
PN96_RS22945,17.677238840000015,159
PN96_RS22950,60.926048039999834,546
PN96_RS22955,42.830063139999986,387
PN96_RS22960,61.829506739999886,564
PN96_RS22965,22.51936654000001,210
PN96_RS22970,31.177685440000012,275
PN96_RS22975,25.427981240000015,237
PN96_RS22980,11.401152040000014,103
PN96_RS22985,22.782117340000003,204
PN96_RS22990,35.091264439999975,323
PN96_RS22995,22.841451040000003,204
PN96_RS24320,4.722695940000002,44
PN96_RS23000,13.396920540000007,115
PN96_RS23005,33.46813354,295
PN96_RS23010,68.5226402399999,606
PN96_RS23015,47.52734133999991,427
PN96_RS23020,23.831542040000013,210
PN96_RS23025,12.46019524000001,110
PN96_RS23030,24.01333714,223
PN96_RS23035,49.049522939999896,454
PN96_RS23040,67.44159114000003,623
PN96_RS23045,14.475307040000008,118
PN96_RS23050,40.676917539999984,385
PN96_RS23055,11.999593940000004,102
PN96_RS23060,12.480512340000008,109
PN96_RS23065,28.14477984,248
PN96_RS23070,67.09110633999991,585
PN96_RS24325,4.759661839999999,40
PN96_RS23075,12.748494840000012,113
PN96_RS23080,38.300975939999944,351
PN96_RS23085,28.981881540000014,263
PN96_RS23090,34.24497163999997,315
PN96_RS23095,34.92196144,308
PN96_RS23100,40.67356523999996,366
PN96_RS23105,14.33232004000001,123
PN96_RS23110,157.1029230400011,1422
PN96_RS23115,14.455647040000017,131
PN96_RS23120,48.99607333999997,438
PN96_RS23125,62.434704539999935,571
PN96_RS23130,115.0193155400004,1046
PN96_RS23135,20.681667040000015,188
PN96_RS23140,50.21659673999994,444
PN96_RS23145,31.441281940000003,283
PN96_RS23150,37.90531933999997,336
PN96_RS24100,5.291123039999999,50
PN96_RS23155,21.549688140000008,179
PN96_RS23160,40.50078663999997,374
PN96_RS23165,16.18647124000001,141
PN96_RS23170,23.337825539999994,205
PN96_RS23175,71.56528583999983,651
PN96_RS23180,11.142553439999999,97
PN96_RS23185,86.94676124000033,815
PN96_RS23190,38.32570404000004,334
PN96_RS23195,50.91891393999994,450
PN96_RS23200,41.756445639999974,385
PN96_RS23205,41.15161473999995,374
PN96_RS23210,68.81511673999994,597
PN96_RS23215,45.32312423999988,424
PN96_RS23220,50.995142039999884,475
PN96_RS23225,36.24154663999999,338
PN96_RS23230,23.41424034000002,208
PN96_RS23235,46.87383713999985,441
PN96_RS23240,8.372674040000001,78
PN96_RS23245,37.01001663999997,333
PN96_RS23250,6.077229240000002,59
PN96_RS23255,78.08250343999995,696
PN96_RS23260,39.42903313999994,359
PN96_RS23265,35.536445039999975,334
PN96_RS23270,35.623738639999985,324
PN96_RS23275,31.852421440000004,285
PN96_RS23280,31.182513939999996,281
PN96_RS23285,26.980427839999994,247
PN96_RS23290,39.81590723999997,366
PN96_RS23295,32.61263063999999,293
PN96_RS23300,42.47148073999996,400
PN96_RS23305,34.38741714000001,308
PN96_RS23310,12.80346884,113
PN96_RS23315,61.481558939999786,543
PN96_RS23320,18.765679240000026,171
PN96_RS23325,7.42995734,68
PN96_RS23330,13.371804440000004,114
PN96_RS23335,10.34218534000001,92
PN96_RS23340,34.03428894000002,304
PN96_RS23345,19.663442740000004,173
PN96_RS23350,17.505083440000014,153
PN96_RS23355,10.759151740000007,99
PN96_RS23360,21.472947240000003,199
PN96_RS23365,41.86570433999995,368
PN96_RS23370,22.560227640000008,202
PN96_RS23375,18.70793094,160
PN96_RS23380,19.916969540000014,177
PN96_RS23385,30.025942439999994,276
PN96_RS23390,67.78094093999987,605
PN96_RS23395,6.393893839999999,54
PN96_RS23400,37.80783363999997,342
PN96_RS23405,31.981105640000006,301
PN96_RS23410,34.043031639999995,309
PN96_RS23415,22.609819740000006,204
PN96_RS23420,52.03226683999985,485
PN96_RS23425,50.894232439999904,447
PN96_RS23430,64.04996543999991,586
PN96_RS23435,22.832141740000008,205
PN96_RS23440,34.49004274,312
PN96_RS23445,33.046784539999976,304
PN96_RS23450,34.911272139999966,309
PN96_RS23455,32.467042640000024,281
PN96_RS23460,30.05644714000001,262
PN96_RS23465,32.95163114,302
PN96_RS23470,56.840075039999896,489
PN96_RS23475,15.672614740000018,140
PN96_RS23480,29.136520440000016,267
PN96_RS23485,56.38824093999987,500
PN96_RS23490,38.33280103999999,343
PN96_RS23495,34.02501403999999,314
PN96_RS23500,25.61833574,229
PN96_RS23505,26.399934240000018,243
PN96_RS23510,35.83016333999999,324
PN96_RS23515,20.78349114000001,189
PN96_RS23520,46.51316303999986,434
PN96_RS23525,19.972763040000007,174
PN96_RS23530,38.03439373999999,380
PN96_RS23535,43.94797483999996,397
PN96_RS23540,22.248290340000025,200
PN96_RS23545,17.51604584000002,154
PN96_RS23550,37.746782139999965,342
PN96_RS23555,15.358391740000009,146
PN96_RS23560,69.43068613999988,600
PN96_RS23565,33.31788183999999,290
PN96_RS23570,20.421864840000016,192
PN96_RS23575,50.63263863999995,445
PN96_RS23580,28.79961434000001,254
PN96_RS23585,45.93759663999998,432
PN96_RS23590,50.28212713999991,465
PN96_RS23595,43.399873739999975,392
PN96_RS23600,25.70485354000001,238
PN96_RS23605,33.44412344000002,299
PN96_RS23610,58.86807293999984,545
PN96_RS23615,41.58462203999999,370
PN96_RS23620,91.6543333400001,809
PN96_RS23625,17.653398740000014,161
PN96_RS23630,9.35555164,81
PN96_RS23635,32.06915983999999,296
PN96_RS23640,57.57311563999982,524
PN96_RS23645,42.28078123999995,392
PN96_RS00040,51.23068023999986,446
PN96_RS00045,15.344949540000014,135
PN96_RS00050,38.49176713999997,347
PN96_RS00055,35.543844739999955,321
PN96_RS00060,35.24326103999998,307
PN96_RS00085,43.092015839999945,394
PN96_RS00090,13.195642840000017,126
PN96_RS00095,20.708627140000008,182
PN96_RS00100,14.789155740000004,142
PN96_RS00105,24.73550664000002,233
PN96_RS00110,17.592130240000007,164
PN96_RS00115,12.147894940000004,122
PN96_RS00120,149.62703274000089,1342
PN96_RS00125,154.64272444000105,1400
PN96_RS00130,18.711150040000007,163
PN96_RS00135,29.878211239999995,264
PN96_RS00140,39.27922393999995,355
PN96_RS00145,21.673993940000006,190
PN96_RS00150,34.84573724000001,307
PN96_RS00155,22.60868704,195
PN96_RS00160,41.79510733999999,375
PN96_RS00165,9.464809440000003,90
PN96_RS00170,26.481819740000002,232
PN96_RS00175,45.55457333999994,429
PN96_RS00180,57.495987539999945,530
PN96_RS00190,14.778032940000008,132
PN96_RS00195,57.23867303999993,508
PN96_RS23650,38.16182214000003,338
PN96_RS00260,50.14727133999989,452
PN96_RS00265,136.64552504000068,1226
PN96_RS00270,48.70231333999991,450
PN96_RS00280,40.70965483999997,373
PN96_RS00285,67.23875933999983,592
PN96_RS00290,103.8832499400004,940
PN96_RS00295,32.38132704,290
PN96_RS00300,24.489488740000027,214
PN96_RS00305,19.685828540000003,179
PN96_RS00310,77.56224513999999,669
PN96_RS00315,53.83259643999986,481
PN96_RS00320,24.65026993999999,216
PN96_RS00325,12.17726384000001,110
PN96_RS00330,59.56274393999982,559
PN96_RS00335,31.651725340000016,281
PN96_RS00340,40.32287523999999,366
PN96_RS00345,64.1297238399999,574
PN96_RS00350,45.554692839999916,407
PN96_RS00355,16.997889040000015,151
PN96_RS00360,16.301297440000017,160
PN96_RS00365,8.689971339999998,76
PN96_RS00370,17.420712140000006,162
PN96_RS00375,20.681344840000012,191
PN96_RS00380,28.02974204000002,245
PN96_RS00385,15.89024334000002,144
PN96_RS00390,136.62289644000097,1233
PN96_RS00395,36.84527153999998,347
PN96_RS00400,33.67335074000002,299
PN96_RS00405,18.778798840000018,162
PN96_RS00410,21.02097344000001,189
PN96_RS00415,55.35724973999991,489
PN96_RS00420,144.28492414000087,1292
PN96_RS00425,30.36268314000002,273
PN96_RS00430,51.43895753999984,481
PN96_RS00435,51.60878253999989,458
PN96_RS00440,109.86418054000043,969
PN96_RS00445,45.42000293999991,421
PN96_RS00450,29.19746223999999,250
PN96_RS00455,34.96091653999998,320
PN96_RS00460,20.54955054,175
PN96_RS00465,48.3340185399999,447
PN96_RS00470,48.874089239999876,451
PN96_RS00475,9.900236440000006,91
PN96_RS00480,32.48530664,287
PN96_RS00485,16.558053440000005,148
PN96_RS00490,11.05350384,95
PN96_RS00495,55.17198723999993,490
PN96_RS00500,26.76972294000001,241
PN96_RS00505,17.96627274000001,164
PN96_RS00510,20.964851840000023,187
PN96_RS00515,34.32470643999999,323
PN96_RS00520,33.69014774,321
PN96_RS00525,29.325724639999997,267
PN96_RS00530,27.926108039999985,263
PN96_RS00535,17.395796140000012,162
PN96_RS00540,24.244045539999995,212
PN96_RS00545,12.009750140000007,106
PN96_RS00550,9.620071240000003,84
PN96_RS00555,44.59029513999996,421
PN96_RS00560,26.94361574000001,241
PN96_RS00565,13.81377484000001,129
PN96_RS00570,17.44813614000002,153
PN96_RS00575,34.376978439999995,309
PN96_RS00585,37.270554239999974,334
PN96_RS00590,45.71894643999991,407
PN96_RS00595,15.785966439999994,138
PN96_RS00600,30.501455240000006,266
PN96_RS00605,16.975437340000013,156
PN96_RS00610,14.847406940000015,134
PN96_RS00615,108.54802144000043,952
PN96_RS00620,17.233524240000012,149
PN96_RS00625,54.54752453999991,502
PN96_RS00630,40.67779613999996,366
PN96_RS00635,39.42642243999995,356
PN96_RS00640,17.424657740000015,159
PN96_RS00645,46.96247533999997,422
PN96_RS00650,24.112324939999997,221
PN96_RS00660,32.65849524000002,312
PN96_RS00665,24.75152684,224
PN96_RS00670,47.92839063999988,417
PN96_RS00745,58.42552584000007,541
PN96_RS00785,43.74065933999994,380
PN96_RS00790,10.616179040000006,90
PN96_RS00795,40.814846539999934,358
PN96_RS00800,27.43132354,239
PN96_RS00805,37.94963533999998,342
PN96_RS00810,32.88601123999999,306
PN96_RS00815,44.64056243999996,391
PN96_RS00820,21.789533140000007,200
PN96_RS00825,16.187565840000012,143
PN96_RS00830,10.629444640000006,96
PN96_RS00835,20.663948740000006,185
PN96_RS00840,29.137591240000003,272
PN96_RS00845,26.443692839999997,237
PN96_RS00850,38.247539040000035,346
PN96_RS00855,41.30034564000002,368
PN96_RS00860,15.69580084000001,141
PN96_RS00865,20.721446540000002,187
PN96_RS00875,35.232378139999994,316
PN96_RS00880,27.154296840000004,243
PN96_RS00885,26.48001554000001,231
PN96_RS00890,19.062151440000026,165
PN96_RS00895,29.441131639999984,265
PN96_RS00900,42.017690839999936,384
PN96_RS00910,71.9299873400001,664
PN96_RS00915,38.22638834000002,346
PN96_RS00920,40.698547039999944,386
PN96_RS00925,38.61740833999997,358
PN96_RS00930,30.794023240000005,288
PN96_RS00935,22.39253224,209
PN96_RS00940,33.82590384000001,298
PN96_RS00945,25.244685739999998,230
PN96_RS00950,44.54097863999992,410
PN96_RS00955,23.230533040000008,218
PN96_RS00960,22.695023640000006,197
PN96_RS00970,11.390850940000004,102
PN96_RS00975,20.26879334000001,192
PN96_RS00980,43.42155513999997,392
PN96_RS00985,44.04454923999993,402
PN96_RS00990,8.138766240000002,68
PN96_RS00995,17.40444914000002,157
PN96_RS01000,35.43187664,322
PN96_RS01005,10.044494640000005,86
PN96_RS24215,15.647117740000011,141
PN96_RS01015,60.91661073999989,540
PN96_RS01020,21.739741140000007,192
PN96_RS01025,22.867672840000015,208
PN96_RS01030,35.870779039999995,319
PN96_RS01035,16.58637424000002,156
PN96_RS01040,65.90752713999983,597
PN96_RS01045,33.66985213999999,299
PN96_RS01050,25.066538140000006,225
PN96_RS01055,36.54668703999998,320
PN96_RS01060,27.414905740000002,243
PN96_RS01065,26.616424039999995,243
PN96_RS01070,13.711762040000012,126
PN96_RS01075,104.50168594000016,932
PN96_RS01085,49.39068703999998,439
PN96_RS01090,84.08525894000005,739
PN96_RS01095,30.03178564,263
PN96_RS01100,60.15784223999985,546
PN96_RS01105,45.61872083999993,433
PN96_RS01110,10.841184240000004,93
PN96_RS01115,25.571097140000006,235
PN96_RS01120,17.121519940000017,159
PN96_RS01125,38.367211039999965,347
PN96_RS01130,27.22284134,248
PN96_RS01135,23.20367474000001,208
PN96_RS01140,33.58448674000002,307
PN96_RS01145,37.316137039999965,328
PN96_RS01150,94.83616624000021,853
PN96_RS01155,17.371658640000025,163
PN96_RS01160,37.54205503999997,348
PN96_RS01165,18.42279684,155
PN96_RS01170,94.4014871400003,860
PN96_RS01175,42.50582764,395
PN96_RS01180,7.11221364,65
PN96_RS01235,9.08685644,85
PN96_RS01240,64.32562693999985,595
PN96_RS01245,39.38218263999996,376
PN96_RS01250,33.38203814000002,316
PN96_RS01255,16.912973240000017,153
PN96_RS01260,105.5126538400004,947
PN96_RS01265,59.43788843999987,522
PN96_RS01270,23.090821740000006,201
PN96_RS01275,19.05076194000001,172
PN96_RS01280,47.502204739999904,425
PN96_RS01285,29.071852540000005,264
PN96_RS01290,50.31071303999991,460
PN96_RS01295,9.063410039999999,82
PN96_RS01300,21.00595814000001,182
PN96_RS01305,28.406212140000008,253
PN96_RS01310,13.277403640000003,117
PN96_RS01315,7.156835840000002,64
PN96_RS01320,28.731955539999994,246
PN96_RS01325,23.079376740000026,204
PN96_RS01330,32.31037893999998,289
PN96_RS01335,45.05127813999991,407
PN96_RS01340,62.1408998399999,561
PN96_RS01345,15.920274040000018,152
PN96_RS01350,32.24058004,295
PN96_RS01355,20.289071040000003,181
PN96_RS01360,29.033951440000017,255
PN96_RS01365,99.40058664000024,886
PN96_RS01370,65.20043733999974,629
PN96_RS01375,51.001884939999904,475
PN96_RS01380,23.655954640000015,204
PN96_RS01385,19.97595024000001,176
PN96_RS01390,25.33268154000002,222
PN96_RS01395,59.366844339999886,556
PN96_RS01400,34.08228694000001,303
PN96_RS01405,28.449800040000017,256
PN96_RS01410,33.26579624,300
PN96_RS01415,28.672136639999998,264
PN96_RS01420,17.924369440000014,161
PN96_RS01425,53.04940213999995,454
PN96_RS01430,32.28465614000001,287
PN96_RS01435,17.179426940000006,148
PN96_RS01440,26.922452840000012,242
PN96_RS01445,91.48870664000017,822
PN96_RS01450,88.92679584000012,790
PN96_RS01455,86.06443084000026,772
PN96_RS01460,94.00579344000022,865
PN96_RS01465,39.17192633999997,377
PN96_RS01470,42.11543433999998,421
PN96_RS01475,44.36910563999999,391
PN96_RS01480,14.23088214000001,122
PN96_RS01485,12.361221940000004,112
PN96_RS01490,42.85679143999991,409
PN96_RS01495,37.262490639999974,337
PN96_RS01500,60.82720553999983,541
PN96_RS01505,37.77001714,343
PN96_RS01510,52.32676953999989,470
PN96_RS01515,90.26133534000017,802
PN96_RS01520,73.20563143999996,639
PN96_RS01525,31.909481640000003,298
PN96_RS01530,65.1786237399999,573
PN96_RS01535,37.23880153999998,331
PN96_RS01540,36.463186339999986,327
PN96_RS01545,36.83438313999997,341
PN96_RS01550,36.24411273999998,328
PN96_RS01555,63.02061003999986,560
PN96_RS01560,127.36102944000062,1128
PN96_RS24115,9.672385740000005,84
PN96_RS01570,38.12322113999994,341
PN96_RS01575,40.035568639999916,361
PN96_RS01580,45.832309039999956,431
PN96_RS01585,11.88526344000001,113
PN96_RS01590,39.072985139999936,360
PN96_RS01595,114.22031114000058,1038
PN96_RS01600,48.537549239999876,429
PN96_RS01605,44.19977413999997,395
PN96_RS01610,30.17745504,281
PN96_RS01615,52.56479843999992,473
PN96_RS01620,36.610739639999956,339
PN96_RS01625,17.496846340000015,157
PN96_RS01630,10.986908440000004,98
PN96_RS01635,23.216677040000004,209
PN96_RS01640,72.42159123999998,659
PN96_RS01645,30.51547844,277
PN96_RS01650,47.67463793999993,446
PN96_RS01655,11.549362340000005,112
PN96_RS01670,16.648858940000014,151
PN96_RS01675,54.868898039999905,495
PN96_RS01680,99.18087524000032,904
PN96_RS01685,15.215506340000012,131
PN96_RS01690,35.21544943999998,314
PN96_RS01695,10.062609340000002,89
PN96_RS01700,76.84048764000005,711
PN96_RS01705,35.49612753999999,305
PN96_RS01710,48.71674013999991,448
PN96_RS01715,32.93750074000001,292
PN96_RS01720,37.57842674000001,337
PN96_RS01725,76.86179613999997,679
PN96_RS01730,19.729643740000018,175
PN96_RS01735,18.45489724,167
PN96_RS01740,15.07234494000001,132
PN96_RS01745,17.244369640000006,151
PN96_RS01750,59.24641483999986,529
PN96_RS01755,6.991825339999998,60
PN96_RS01760,29.374789840000002,257
PN96_RS01765,44.120887139999915,427
PN96_RS01770,27.788809939999986,258
PN96_RS01775,47.04974503999997,442
PN96_RS01780,44.188513239999985,406
PN96_RS01785,25.951903439999995,239
PN96_RS01790,22.572545040000005,201
PN96_RS01795,35.96403023999997,326
PN96_RS01800,89.35015184000025,782
PN96_RS01805,49.19551933999991,459
PN96_RS01810,76.39948704,696
PN96_RS01815,35.35263704,308
PN96_RS01820,8.658021240000004,69
PN96_RS01825,63.10386703999976,564
PN96_RS01830,28.30536834,242
PN96_RS24120,6.423399839999999,57
PN96_RS01835,17.774352640000018,162
PN96_RS01840,48.979971539999895,435
PN96_RS01845,26.64404844000003,245
PN96_RS01850,52.772440439999905,490
PN96_RS01855,8.04998884,73
PN96_RS01860,47.74174863999996,446
PN96_RS01865,17.28597584000001,156
PN96_RS01870,18.977646240000006,171
PN96_RS01875,45.36472403999993,407
PN96_RS01880,53.616019739999906,479
PN96_RS01885,36.59356243999996,322
PN96_RS01890,35.13732643999998,315
PN96_RS01895,37.43994594000001,338
PN96_RS01900,35.62740493999998,313
PN96_RS24365,13.47999964000002,116
PN96_RS01910,44.9946014399999,398
PN96_RS01915,28.101473240000022,242
PN96_RS01920,43.76612313999995,391
PN96_RS01925,65.7036775399997,574
PN96_RS01930,40.42017783999994,380
PN96_RS01935,34.78364404,305
PN96_RS01940,36.88179123999995,330
PN96_RS01945,36.02795623999999,332
PN96_RS01950,21.080304739999995,198
PN96_RS01955,20.601067540000013,183
PN96_RS01960,44.70370533999995,394
PN96_RS01965,36.14730033999998,315
PN96_RS01970,58.32249463999995,519
PN96_RS01975,29.52855924000001,264
PN96_RS01980,55.661738339999935,505
PN96_RS01985,29.763652339999965,283
PN96_RS01990,50.517926439999876,454
PN96_RS01995,39.83449493999996,351
PN96_RS02000,35.69631393999997,343
PN96_RS02005,63.78096503999995,584
PN96_RS02010,11.101636940000002,98
PN96_RS02015,33.922809339999986,301
PN96_RS02020,35.161065939999965,324
PN96_RS02025,69.7849193399999,607
PN96_RS02030,132.33400644000073,1163
PN96_RS02040,137.11864214000073,1224
PN96_RS02045,78.95716774000013,719
PN96_RS02050,48.8841437399999,445
PN96_RS02055,13.532416640000008,118
PN96_RS02060,40.52629903999992,367
PN96_RS02065,29.399780040000007,269
PN96_RS02070,15.776994540000006,142
PN96_RS02075,34.329557140000006,305
PN96_RS02080,43.977156639999954,403
PN96_RS02085,21.559044040000014,199
PN96_RS02090,33.11267784000004,296
PN96_RS02095,30.21773943999997,272
PN96_RS02100,22.641034039999997,198
PN96_RS02105,46.97735673999996,452
PN96_RS02110,22.962407340000016,194
PN96_RS02115,24.118298739999986,219
PN96_RS02120,50.000558239999926,450
PN96_RS02125,19.88354304000001,181
PN96_RS02130,20.812721040000014,189
PN96_RS02135,42.87393323999996,384
PN96_RS02140,11.550001240000004,102
PN96_RS02145,48.60666743999993,446
PN96_RS02150,45.320210939999896,414
PN96_RS02155,27.144760339999976,256
PN96_RS02160,22.620026239999998,210
PN96_RS02165,21.525825240000007,198
PN96_RS02170,45.041350239999936,407
PN96_RS02175,36.78900513999998,334
PN96_RS02180,8.28684584,77
PN96_RS02185,9.03307224,77
PN96_RS02190,40.304524539999946,354
PN96_RS02195,72.31045104000003,641
PN96_RS02200,17.500820940000015,159
PN96_RS02205,27.593671339999993,247
PN96_RS02210,49.19942953999988,454
PN96_RS02215,7.031121339999999,63
PN96_RS02220,7.282169940000002,68
PN96_RS02225,63.174131939999796,571
PN96_RS02230,26.005793740000016,236
PN96_RS02235,9.776986640000006,84
PN96_RS02240,4.79884644,41
PN96_RS02245,56.34759963999987,528
PN96_RS02250,16.280679940000002,147
PN96_RS02255,10.945849540000005,97
PN96_RS02260,17.906421640000012,161
PN96_RS02265,11.505386840000007,99
PN96_RS02270,39.25499873999998,345
PN96_RS02275,12.278155940000005,104
PN96_RS02280,29.916191639999997,258
PN96_RS02285,14.757189840000013,127
PN96_RS02290,100.41710364000024,874
PN96_RS02295,32.31985134000001,292
PN96_RS02300,26.769677039999987,242
PN96_RS02305,29.74517763999999,281
PN96_RS02310,26.224246239999996,243
PN96_RS02315,20.602750540000017,185
PN96_RS02320,28.491749740000007,251
PN96_RS02325,30.82480663999999,280
PN96_RS02330,43.02362773999996,401
PN96_RS02335,49.135881039999866,452
PN96_RS02340,89.95484704000029,804
PN96_RS02345,18.84393404,169
PN96_RS02350,36.30841943999997,343
PN96_RS02355,16.93560534000001,150
PN96_RS02360,28.21210834000001,262
PN96_RS02365,42.75582783999996,379
PN96_RS02370,23.702497140000002,217
PN96_RS02375,130.2711000400007,1159
PN96_RS02380,35.528664839999976,319
PN96_RS02385,49.770802439999926,438
PN96_RS02390,10.547141639999998,103
PN96_RS02395,12.485408940000008,112
PN96_RS02400,31.71296694000001,281
PN96_RS02405,25.90842614,228
PN96_RS02410,58.446991539999836,526
PN96_RS02415,28.190245540000024,252
PN96_RS02420,29.232723939999985,251
PN96_RS02425,17.441631840000007,154
PN96_RS02430,27.03352344000001,240
PN96_RS02435,46.971728239999926,416
PN96_RS02440,64.01749143999984,587
PN96_RS02445,88.74464154000012,814
PN96_RS02450,20.776602940000018,191
PN96_RS02455,31.64783183999999,281
PN96_RS02460,23.863013140000007,215
PN96_RS02465,36.949947439999974,346
PN96_RS02470,22.667354640000006,208
PN96_RS02475,42.86530933999988,417
PN96_RS02480,43.385646039999976,399
PN96_RS02485,16.340355640000016,146
PN96_RS24125,20.53558044000001,189
PN96_RS24130,13.020004340000009,116
PN96_RS02500,53.887486139999936,483
PN96_RS02505,8.92619424,78
PN96_RS02510,39.34915193999997,357
PN96_RS02515,17.472943240000017,156
PN96_RS02520,19.940788140000016,180
PN96_RS02525,31.645998139999996,294
PN96_RS02530,38.16916413999996,339
PN96_RS02535,7.8531077400000004,67
PN96_RS02540,26.382966440000004,233
PN96_RS02545,41.07127563999994,378
PN96_RS02550,13.440344240000007,116
PN96_RS02555,11.011608440000003,95
PN96_RS02560,12.187915040000012,109
PN96_RS02565,13.27920574000001,118
PN96_RS02570,18.709969440000027,161
PN96_RS02575,33.28187923999998,300
PN96_RS02580,40.54615123999997,377
PN96_RS02585,40.094131239999996,377
PN96_RS02590,39.77776874,376
PN96_RS02595,15.828741340000011,144
PN96_RS02600,72.36340513999998,668
PN96_RS02605,11.948798940000005,101
PN96_RS02610,14.787996140000008,136
PN96_RS02620,54.56823963999989,488
PN96_RS02625,38.123425039999994,343
PN96_RS02630,51.36094373999988,469
PN96_RS02635,11.023571140000005,103
PN96_RS02640,63.78593143999991,580
PN96_RS02645,38.53687414000002,351
PN96_RS02650,29.84933144000002,266
PN96_RS02655,46.68702053999997,439
PN96_RS02660,17.85016604,147
PN96_RS02665,68.50489614000003,641
PN96_RS02670,17.898493640000005,167
PN96_RS02675,39.66025003999999,348
PN96_RS02680,14.890821540000015,136
PN96_RS02685,15.192928540000015,141
PN96_RS02690,31.47132034,289
PN96_RS02695,10.311660040000001,89
PN96_RS02700,28.901680440000003,260
PN96_RS02705,42.225530739999996,376
PN96_RS02710,75.85222423999991,699
PN96_RS02715,56.91476713999987,506
PN96_RS02720,32.02315114000001,295
PN96_RS02725,27.33066174000001,244
PN96_RS02730,13.84123114000001,122
PN96_RS02735,27.73135944000002,246
PN96_RS02740,78.04040743999995,728
PN96_RS02745,39.70505043999998,370
PN96_RS02750,28.66356884,258
PN96_RS02755,37.21864953999997,328
PN96_RS02760,18.383797240000014,164
PN96_RS02765,18.33235154,163
PN96_RS02770,23.10654134000001,205
PN96_RS02775,23.73291764000001,222
PN96_RS02780,27.895843240000005,247
PN96_RS02785,7.7029438400000005,68
PN96_RS02790,17.71535524000001,161
PN96_RS02795,74.10721313999991,661
PN96_RS02800,20.515645340000013,184
PN96_RS02805,18.35310134000001,161
PN96_RS02810,44.95010753999997,404
PN96_RS02815,28.753271639999998,256
PN96_RS02820,46.74656403999997,431
PN96_RS02825,45.78997573999998,420
PN96_RS02830,26.800646040000007,242
PN96_RS02835,21.467272940000008,182
PN96_RS02845,46.34727993999996,435
PN96_RS02850,76.92228553999998,703
PN96_RS02855,8.986163640000003,82
PN96_RS02860,106.0948982400002,925
PN96_RS02865,17.490677940000012,154
PN96_RS02870,20.173025640000002,176
PN96_RS02875,35.34025703999998,310
PN96_RS02880,39.13206733999994,361
PN96_RS02885,22.27877584000002,207
PN96_RS02890,20.41301354000001,176
PN96_RS02895,9.692753940000001,87
PN96_RS02905,18.476530240000013,174
PN96_RS02910,75.16099873999997,672
PN96_RS02915,42.62616213999994,403
PN96_RS02925,70.1854363399999,607
PN96_RS02930,5.5975949400000005,50
PN96_RS02935,27.40958474000002,250
PN96_RS02940,50.985554039999826,437
PN96_RS02945,72.75499753999996,640
PN96_RS02950,41.712971939999974,377
PN96_RS02955,37.38322903999998,337
PN96_RS02960,146.3494998400011,1321
PN96_RS02965,29.754753239999992,264
PN96_RS02970,34.02225033999998,308
PN96_RS02975,45.38443433999997,420
PN96_RS02980,22.192308140000012,199
PN96_RS02985,17.856948140000025,163
PN96_RS02990,56.033353539999915,504
PN96_RS02995,33.17214684,291
PN96_RS03000,40.35428403999998,365
PN96_RS24295,4.82574704,42
PN96_RS03005,15.15621374000002,134
PN96_RS03010,19.637714140000014,181
PN96_RS03015,79.1714314400002,716
PN96_RS03020,12.035829240000005,109
PN96_RS03025,21.739758540000015,199
PN96_RS03030,24.030380340000008,232
PN96_RS03035,8.773235339999996,82
PN96_RS03040,8.36400414,82
PN96_RS03045,16.813985540000015,145
PN96_RS03050,63.09582743999982,559
PN96_RS03055,57.37134973999992,525
PN96_RS03060,12.645066140000003,119
PN96_RS03065,35.21788683999999,315
PN96_RS03070,31.749145740000003,274
PN96_RS03075,32.237366340000015,294
PN96_RS03080,35.195956739999986,331
PN96_RS03085,15.390996740000011,136
PN96_RS03090,31.380525439999996,273
PN96_RS03095,10.715991740000005,94
PN96_RS03100,36.79398743999998,337
